DEPTH,GR,NPHI,RHOB,ILD,WELL,SW,PHIE,VSH,PERM
FEET,GAPI,V/V,G/C3,OHMM,,V/V,V/V,V/V,MD
17124.5,29.129,0.20345,2.3495,0.4881,15/9-F-10,1.21668,0.179901,0.126682,5.82509
17125,33.11,0.2046,2.36,0.54,15/9-F-10,1.10291,0.170757,0.153046,4.89762
17125.5,33.3643,0.21353,2.3395,0.4989,15/9-F-10,1.16669,0.181272,0.15473,6.43427
17126,33.5973,0.209677,2.31,0.4285,15/9-F-10,1.28515,0.189875,0.156274,7.95605
17126.5,32.5591,0.224822,2.31,0.3809,15/9-F-10,1.28765,0.197537,0.149398,9.35338
17127,34.06,0.2137,2.3,0.36,15/9-F-10,1.3341,0.194405,0.159338,8.91126
17127.5,36.3287,0.216979,2.2999,0.3904,15/9-F-10,1.26999,0.192425,0.174362,8.82266
17128,39.9715,0.222979,2.29,0.4203,15/9-F-10,1.2341,0.193031,0.198487,9.4951
17128.5,41.4098,0.22917,2.29,0.4298,15/9-F-10,1.19911,0.193439,0.208012,9.81783
17129,44.7224,0.219652,2.29,0.4201,15/9-F-10,1.22062,0.184586,0.22995,8.41126
17129.5,45.4074,0.230594,2.3001,0.4199,15/9-F-10,1.24552,0.184494,0.234486,8.4921
17130,46.0378,0.239252,2.31,0.4092,15/9-F-10,1.27747,0.183507,0.238661,8.38065
17130.5,44.047,0.237443,2.31,0.3807,15/9-F-10,1.27369,0.185707,0.225477,8.54388
17131,43.6032,0.25228,2.3001,0.3502,15/9-F-10,1.27962,0.195782,0.222538,10.7552
17131.5,41.2185,0.233293,2.2798,0.3398,15/9-F-10,1.30713,0.199064,0.206745,11.1338
17132,38.4661,0.257049,2.2596,0.3193,15/9-F-10,1.22424,0.219872,0.188517,16.6421
17132.5,34.9132,0.250667,2.2405,0.2907,15/9-F-10,1.24241,0.229508,0.164988,19.0636
17133,33.8999,0.231802,2.2598,0.2702,15/9-F-10,1.40737,0.216443,0.158277,14.4114
17133.5,30.9469,0.20479,2.3103,0.2702,15/9-F-10,1.62113,0.191689,0.138721,7.96897
17134,28.4458,0.203164,2.3702,0.3098,15/9-F-10,1.7003,0.173433,0.122158,4.88948
17134.5,25.3883,0.210975,2.3797,0.3003,15/9-F-10,1.50446,0.177599,0.101909,5.19808
17135,25.3987,0.203997,2.3701,0.3197,15/9-F-10,1.57895,0.178277,0.101978,5.28883
17135.5,25.9,0.1853,2.35,0.35,15/9-F-10,1.63563,0.177096,0.105298,5.1711
17136,25.9326,0.185154,2.3196,0.38,15/9-F-10,1.5001,0.187696,0.105514,6.72049
17136.5,26.0755,0.188107,2.3006,0.38,15/9-F-10,1.35194,0.195426,0.10646,8.07592
17137,26.0997,0.196466,2.2902,0.3702,15/9-F-10,1.25741,0.202583,0.106621,9.49814
17137.5,25.69,0.1991,2.29,0.35,15/9-F-10,1.32974,0.204363,0.103907,9.81974
17138,22.5938,0.201166,2.2797,0.3395,15/9-F-10,1.32659,0.213487,0.0834026,11.4239
17138.5,19.6657,0.22328,2.2597,0.3088,15/9-F-10,1.30437,0.233963,0.0640113,16.5433
17139,16.9892,0.209945,2.2502,0.2707,15/9-F-10,1.41811,0.235941,0.0462861,16.5493
17139.5,16.42,0.2016,2.25,0.24,15/9-F-10,1.52887,0.233429,0.0425166,15.6472
17140,16.2859,0.193013,2.2501,0.2403,15/9-F-10,1.51778,0.23002,0.0416285,14.6176
17140.5,17.479,0.200971,2.2603,0.26,15/9-F-10,1.43823,0.227918,0.0495298,14.2603
17141,18.1362,0.186112,2.2698,0.26,15/9-F-10,1.45312,0.217359,0.0538821,11.6255
17141.5,18.339,0.203207,2.27,0.2699,15/9-F-10,1.38515,0.224097,0.0552252,13.3754
17142,18.2441,0.196337,2.2699,0.2799,15/9-F-10,1.45148,0.221441,0.0545967,12.6598
17142.5,17.7068,0.200088,2.2597,0.27,15/9-F-10,1.4974,0.22743,0.0510384,14.1682
17143,17.9639,0.211041,2.2502,0.27,15/9-F-10,1.42264,0.234949,0.0527411,16.4606
17143.5,18.3073,0.19394,2.2599,0.2601,15/9-F-10,1.43527,0.223908,0.0550152,13.3187
17144,18.2736,0.200665,2.26,0.27,15/9-F-10,1.41752,0.22672,0.0547921,14.0815
17144.5,17.4564,0.196455,2.2598,0.2698,15/9-F-10,1.4252,0.226259,0.0493801,13.7948
17145,16.4563,0.203028,2.2503,0.2603,15/9-F-10,1.43358,0.233858,0.042757,15.7847
17145.5,17.3204,0.210125,2.2401,0.26,15/9-F-10,1.42763,0.239152,0.0484795,17.6682
17146,16.8904,0.217014,2.24,0.2699,15/9-F-10,1.40988,0.242628,0.0456318,18.7415
17146.5,16.935,0.219404,2.24,0.26,15/9-F-10,1.43264,0.243528,0.0459271,19.0682
17147,15.2681,0.210069,2.24,0.26,15/9-F-10,1.41946,0.242196,0.0348881,18.1802
17147.5,14.7267,0.210491,2.24,0.2699,15/9-F-10,1.41517,0.243167,0.0313026,18.3737
17148,14.78,0.2038,2.24,0.27,15/9-F-10,1.30661,0.240347,0.0316556,17.4466
17148.5,16.6905,0.211326,2.23,0.2697,15/9-F-10,1.32535,0.244203,0.0443079,19.2416
17149,17.8049,0.218184,2.23,0.2506,15/9-F-10,1.38791,0.24536,0.0516881,19.9625
17149.5,17.5153,0.213578,2.23,0.25,15/9-F-10,1.39966,0.243907,0.0497702,19.3578
17150,17.27,0.2144,2.24,0.26,15/9-F-10,1.41713,0.241008,0.0481457,18.281
17150.5,16.8982,0.203922,2.2402,0.2703,15/9-F-10,1.38614,0.237186,0.0456834,16.9244
17151,16.7414,0.205423,2.25,0.2894,15/9-F-10,1.37964,0.234528,0.044645,16.0527
17151.5,15.1983,0.209328,2.25,0.2704,15/9-F-10,1.43947,0.238405,0.0344258,16.9179
17152,15.39,0.2092,2.24,0.25,15/9-F-10,1.48146,0.241661,0.0356954,18.0303
17152.5,15.632,0.199977,2.2401,0.2703,15/9-F-10,1.38806,0.237465,0.037298,16.7192
17153,16.5329,0.183822,2.2503,0.2903,15/9-F-10,1.31701,0.225696,0.0432642,13.467
17153.5,16.9806,0.194966,2.2598,0.2998,15/9-F-10,1.27532,0.226348,0.0462291,13.7279
17154,17.5371,0.201665,2.26,0.2901,15/9-F-10,1.38585,0.228225,0.0499146,14.3586
17154.5,18.8358,0.188535,2.2599,0.2901,15/9-F-10,1.45089,0.220844,0.0585152,12.6113
17155,19.3688,0.192113,2.2503,0.3003,15/9-F-10,1.39689,0.224966,0.062045,13.8091
17155.5,19.3211,0.204019,2.2598,0.3098,15/9-F-10,1.3439,0.226623,0.0617291,14.2629
17156,18.8835,0.187436,2.26,0.3398,15/9-F-10,1.36079,0.220272,0.0588311,12.4733
17156.5,17.3402,0.184609,2.28,0.3401,15/9-F-10,1.4047,0.214305,0.0486106,10.7876
17157,17.3512,0.185601,2.28,0.3498,15/9-F-10,1.42382,0.214705,0.0486834,10.8803
17157.5,16.9797,0.18141,2.28,0.3403,15/9-F-10,1.41196,0.213496,0.0462232,10.5526
17158,18.7508,0.185752,2.2899,0.34,15/9-F-10,1.38894,0.209172,0.0579523,9.8656
17158.5,19.0822,0.197635,2.2899,0.3401,15/9-F-10,1.28597,0.213608,0.060147,10.8933
17159,19.4616,0.203908,2.2798,0.3498,15/9-F-10,1.34668,0.21922,0.0626596,12.3073
17159.5,18.109,0.194764,2.2703,0.3403,15/9-F-10,1.53231,0.220847,0.053702,12.4839
17160,17.2313,0.205945,2.2601,0.3104,15/9-F-10,1.48067,0.2304,0.0478894,14.9209
17160.5,16.17,0.2044,2.25,0.29,15/9-F-10,1.37685,0.234954,0.0408609,16.0567
17161,15.8419,0.203184,2.24,0.2797,15/9-F-10,1.23409,0.238519,0.0386881,17.105
17161.5,15.9467,0.213185,2.24,0.2606,15/9-F-10,1.33146,0.242465,0.0393821,18.4424
17162,15.8713,0.223438,2.2302,0.2305,15/9-F-10,1.34317,0.250254,0.0388828,21.2405
17162.5,15.66,0.2024,2.23,0.22,15/9-F-10,1.47748,0.242042,0.0374834,18.2261
17163,14.0193,0.200418,2.2303,0.2205,15/9-F-10,1.44092,0.243548,0.0266179,18.3257
17163.5,13.3771,0.21362,2.25,0.2515,15/9-F-10,1.27245,0.242824,0.0223649,17.9249
17164,13.92,0.207905,2.25,0.2991,15/9-F-10,1.16804,0.239712,0.0259603,17.0392
17164.5,15.25,0.1982,2.25,0.31,15/9-F-10,1.29775,0.233759,0.0347682,15.495
17165,16.7453,0.21102,2.25,0.2803,15/9-F-10,1.38848,0.236811,0.0446709,16.7688
17165.5,16.3959,0.205353,2.25,0.2997,15/9-F-10,1.37463,0.235011,0.042357,16.1246
17166,16.253,0.214116,2.25,0.2902,15/9-F-10,1.33141,0.238793,0.0414106,17.2913
17166.5,14.1115,0.204751,2.25,0.29,15/9-F-10,1.32045,0.238143,0.0272285,16.5862
17167,14.505,0.20135,2.2499,0.28,15/9-F-10,1.40185,0.236201,0.0298344,16.0721
17167.5,14.998,0.206152,2.2397,0.2792,15/9-F-10,1.42221,0.241099,0.0330993,17.7466
17168,16.0648,0.211963,2.2302,0.2507,15/9-F-10,1.29878,0.245316,0.0401642,19.4705
17168.5,16.1793,0.226286,2.2201,0.2401,15/9-F-10,1.29479,0.254602,0.0409225,23.05
17169,16.548,0.222222,2.22,0.2098,15/9-F-10,1.16321,0.252458,0.0433642,22.3026
17169.5,17.5411,0.212631,2.2202,0.1904,15/9-F-10,1.26147,0.247004,0.0499411,20.4957
17170,17.5888,0.218155,2.2297,0.2095,15/9-F-10,1.28803,0.245775,0.050257,20.0542
17170.5,16.66,0.211869,2.2201,0.2298,15/9-F-10,1.28055,0.248029,0.044106,20.6272
17171,16.5104,0.248234,2.1999,0.3106,15/9-F-10,0.942737,0.270178,0.0431152,34.0352
17171.5,16.5996,0.25392,2.1904,0.4244,15/9-F-10,0.639157,0.275752,0.043706,81.271
17172,17.533,0.221535,2.2095,0.6339,15/9-F-10,0.517615,0.254522,0.0498874,87.5384
17172.5,17.116,0.208365,2.2396,0.5611,15/9-F-10,0.740666,0.238911,0.0471258,31.9702
17173,17.19,0.2115,2.26,0.44,15/9-F-10,1.06883,0.232757,0.0476159,15.6114
17173.5,16.4633,0.21497,2.2602,0.4333,15/9-F-10,1.09647,0.235156,0.0428033,16.1845
17174,16.1014,0.224209,2.2697,0.6143,15/9-F-10,0.739002,0.235935,0.0404066,29.9297
17174.5,15.7161,0.213873,2.27,0.6495,15/9-F-10,0.605789,0.232286,0.037855,41.3026
17175,15.25,0.1938,2.26,0.45,15/9-F-10,0.722568,0.228366,0.0347682,26.7189
17175.5,14.2345,0.216198,2.25,0.3492,15/9-F-10,1.08465,0.2426,0.028043,18.0598
17176,13.307,0.215506,2.25,0.3006,15/9-F-10,1.29171,0.243685,0.0219007,18.1954
17176.5,14.1643,0.196646,2.25,0.3196,15/9-F-10,1.29685,0.234727,0.0275781,15.5533
17177,15.89,0.2107,2.25,0.3,15/9-F-10,1.23435,0.237942,0.0390066,16.931
17177.5,16.4224,0.205729,2.25,0.29,15/9-F-10,1.32589,0.235126,0.0425324,16.1661
17178,15.1216,0.20025,2.2497,0.2903,15/9-F-10,1.23533,0.234905,0.0339179,15.8119
17178.5,15.1788,0.191582,2.2402,0.2998,15/9-F-10,1.25387,0.234593,0.0342967,15.7302
17179,16.6919,0.199158,2.2301,0.2901,15/9-F-10,1.37412,0.239119,0.0443172,17.5039
17179.5,18.8896,0.218571,2.22,0.2799,15/9-F-10,1.34589,0.247523,0.0588715,21.0848
17180,19.7893,0.215785,2.22,0.2703,15/9-F-10,1.32975,0.24505,0.0648298,20.4109
17180.5,20.1417,0.211403,2.22,0.2798,15/9-F-10,1.31783,0.242715,0.0671636,19.6483
17181,20.8543,0.215566,2.2299,0.2701,15/9-F-10,1.30702,0.239825,0.0718828,18.807
17181.5,22.2612,0.237593,2.23,0.2701,15/9-F-10,1.20656,0.246622,0.0812,21.7621
17182,22.3963,0.236014,2.23,0.28,15/9-F-10,1.31472,0.245796,0.0820947,21.478
17182.5,21.8152,0.206962,2.23,0.28,15/9-F-10,1.30912,0.234796,0.0782464,17.3332
17183,22.3738,0.215005,2.23,0.28,15/9-F-10,1.292,0.23731,0.0819457,18.3309
17183.5,23.4463,0.222325,2.23,0.2901,15/9-F-10,1.20237,0.238732,0.0890483,19.1252
17184,24.6198,0.22676,2.23,0.3098,15/9-F-10,1.13534,0.23881,0.0968199,19.4846
17184.5,24.134,0.21533,2.23,0.3003,15/9-F-10,1.27301,0.234837,0.0936027,17.9395
17185,24.2779,0.221709,2.23,0.2901,15/9-F-10,1.26386,0.237253,0.0945556,18.8246
17185.5,23.75,0.2109,2.23,0.3,15/9-F-10,1.26482,0.233565,0.0910596,17.4085
17186,23.1758,0.211431,2.22,0.3302,15/9-F-10,1.22422,0.238222,0.087257,18.8677
17186.5,22.9472,0.213146,2.22,0.3397,15/9-F-10,1.21984,0.239277,0.0857431,19.1832
17187,23.2352,0.217333,2.22,0.3597,15/9-F-10,1.25026,0.24059,0.0876503,19.7435
17187.5,23.18,0.2,2.23,0.35,15/9-F-10,1.26713,0.229825,0.0872848,16.0553
17188,21.4638,0.240983,2.23,0.3295,15/9-F-10,1.32696,0.249127,0.0759192,22.5152
17188.5,19.8077,0.22108,2.2297,0.3,15/9-F-10,1.33648,0.243695,0.0649517,19.9134
17189,18.4647,0.207745,2.2202,0.3,15/9-F-10,1.31917,0.243611,0.0560576,19.5093
17189.5,17.87,0.2209,2.21,0.27,15/9-F-10,1.31801,0.253585,0.0521192,23.1767
17190,17.9117,0.221712,2.2001,0.2797,15/9-F-10,1.38156,0.25743,0.0523954,24.815
17190.5,18.0529,0.229596,2.2097,0.2592,15/9-F-10,1.44591,0.256954,0.0533305,24.6575
17191,18.5006,0.215594,2.2002,0.2306,15/9-F-10,1.4286,0.254001,0.0562954,23.5553
17191.5,18.9377,0.206447,2.2099,0.2399,15/9-F-10,1.43911,0.246054,0.0591901,20.5416
17192,17.8153,0.226944,2.2101,0.2498,15/9-F-10,1.35879,0.256087,0.051757,24.2049
17192.5,18.3018,0.230638,2.22,0.2303,15/9-F-10,1.3697,0.253273,0.0549788,23.188
17193,17.9874,0.216826,2.22,0.2398,15/9-F-10,1.32227,0.24814,0.0528967,21.0542
17193.5,18.5256,0.228206,2.2299,0.24,15/9-F-10,1.36838,0.248382,0.0564609,21.307
17194,16.6515,0.233054,2.2201,0.24,15/9-F-10,1.33226,0.256616,0.0440497,24.0384
17194.5,16.8294,0.227174,2.2298,0.2402,15/9-F-10,1.31261,0.250491,0.0452278,21.6156
17195,16.3818,0.22184,2.2203,0.2498,15/9-F-10,1.30425,0.252439,0.0422636,22.244
17195.5,17.4484,0.2217,2.22,0.25,15/9-F-10,1.35886,0.250922,0.0493272,21.9715
17196,17.143,0.223433,2.2201,0.26,15/9-F-10,1.32808,0.252037,0.0473046,22.3193
17196.5,17.7212,0.211078,2.2302,0.2598,15/9-F-10,1.32709,0.242505,0.0511338,18.9161
17197,18.2546,0.219555,2.2397,0.2503,15/9-F-10,1.32902,0.241757,0.0546662,18.7946
17197.5,18.6055,0.217136,2.2301,0.2599,15/9-F-10,1.31721,0.243717,0.0569901,19.5864
17198,17.86,0.2201,2.23,0.25,15/9-F-10,1.33175,0.246057,0.052053,20.2345
17198.5,15.9742,0.220232,2.23,0.2612,15/9-F-10,1.32959,0.248884,0.0395642,20.7517
17199,15.6599,0.211088,2.23,0.3279,15/9-F-10,1.83872,0.245628,0.0374828,19.4731
17199.5,15.955,0.213654,2.23,0.3497,15/9-F-10,2.00437,0.246242,0.0394371,19.7732
17200,17.71,0.2099,2.23,0.34,15/9-F-10,1.24326,0.242108,0.0510596,18.7743
17200.5,17.3748,0.222079,2.2402,0.3702,15/9-F-10,0.187913,0.243887,0.0488397,546.922
17201,17.6721,0.208809,2.2503,0.38,15/9-F-10,0.673521,0.234432,0.0508086,35.7824
17201.5,17.7388,0.21862,2.2598,0.38,15/9-F-10,1.42991,0.234891,0.0512503,16.3906
17202,17.4,0.2079,2.25,0.73,15/9-F-10,1.94038,0.23457,0.0490066,16.2133
17202.5,17.9412,0.207885,2.2401,1.2913,15/9-F-10,2.26623,0.237312,0.0525907,17.2134
17203,16.5486,0.206866,2.25,3.5511,15/9-F-10,0.0618324,0.235405,0.0433682,4258.455
17203.5,16.501,0.209152,2.25,1.5128,15/9-F-10,0.0103195,0.23641,0.043053,155740.8
17204,14.5505,0.203928,2.25,4973.341,15/9-F-10,0.0102421,0.237157,0.0301358,156119.8
17204.5,14.7759,0.205809,2.23,5000,15/9-F-10,0.584632,0.244765,0.0316285,55.4018
17205,14.4067,0.22466,2.2303,5000,15/9-F-10,0.566854,0.252855,0.0291834,67.8748
17205.5,14.6639,0.204086,2.2398,5000,15/9-F-10,0.532972,0.240708,0.0308868,61.7377
17206,14.1839,0.203302,2.24,5000,15/9-F-10,0.765989,0.241024,0.0277079,29.87
17206.5,14.7239,0.211638,2.23,29.7174,15/9-F-10,0.944797,0.247235,0.0312841,22.1783
17207,15.2093,0.216229,2.2302,9.4156,15/9-F-10,0.8818,0.248317,0.0344987,26.1387
17207.5,15.1807,0.20899,2.2397,3.3005,15/9-F-10,0.809607,0.241992,0.0343093,27.5982
17208,15.5658,0.203754,2.2499,1.5966,15/9-F-10,0.900381,0.235618,0.0368596,19.8934
17208.5,15.3472,0.199682,2.2499,1.8991,15/9-F-10,0.958583,0.234264,0.0354119,17.0502
17209,14.794,0.196694,2.24,114.494,15/9-F-10,0.74619,0.23738,0.0317483,29.6363
17209.5,13.5558,0.210696,2.24,4862.907,15/9-F-10,0.605618,0.244978,0.0235483,50.9766
17210,13.0267,0.197287,2.24,5000,15/9-F-10,0.758336,0.240254,0.0200444,29.5718
17210.5,14.01,0.2085,2.25,5000,15/9-F-10,1.00431,0.239821,0.0265563,17.0951
17211,13.9788,0.187933,2.25,4.2655,15/9-F-10,1.10751,0.231365,0.0263497,14.5389
17211.5,13.9121,0.189743,2.25,2.932,15/9-F-10,1.08097,0.232224,0.0259079,14.7702
17212,13.5262,0.210366,2.25,4920.046,15/9-F-10,0.843606,0.241291,0.0233523,24.5289
17212.5,12.8,0.2006,2.25,5000,15/9-F-10,0.976149,0.238381,0.018543,17.1771
17213,12.8265,0.209782,2.2402,15.8318,15/9-F-10,1.1448,0.24561,0.0187185,18.7291
17213.5,12.628,0.20855,2.2503,0.561,15/9-F-10,1.69466,0.241771,0.017404,17.4007
17214,13.1995,0.203788,2.2598,0.2753,15/9-F-10,2.29746,0.235584,0.0211887,15.6048
17214.5,13.04,0.1973,2.26,5000,15/9-F-10,0.121256,0.233094,0.0201325,1009.586
17215,12.5059,0.198632,2.2499,4933.351,15/9-F-10,0.400651,0.238043,0.0165954,100.915
17215.5,11.4661,0.193842,2.24,1.2561,15/9-F-10,0.0612021,0.241141,0.00970927,4520.254
17216,11.6756,0.202224,2.24,0.4274,15/9-F-10,0.0101231,0.244294,0.0110967,175659.1
17216.5,13.2615,0.199118,2.2499,0.231,15/9-F-10,0.0102769,0.237124,0.0215993,152275
17217,15.6137,0.189652,2.26,0.1999,15/9-F-10,0.260823,0.226093,0.0371768,197.019
17217.5,15.9668,0.1762,2.2595,0.1933,15/9-F-10,2.39822,0.220036,0.0395152,11.919
17218,16.2239,0.18763,2.2404,0.3171,15/9-F-10,1.38129,0.231288,0.0412179,14.971
17218.5,16.2002,0.190578,2.2202,1.0541,15/9-F-10,1.0883,0.239753,0.0410609,17.5936
17219,16.8895,0.199758,2.21,1.1562,15/9-F-10,0.00979862,0.246253,0.0456258,208666.8
17219.5,15.5833,0.218909,2.21,0.6751,15/9-F-10,0.00956867,0.256143,0.0369755,256560.6
17220,15.2975,0.202335,2.21,0.4655,15/9-F-10,0.0611867,0.249711,0.0350828,5574.048
17220.5,15.9529,0.202988,2.2199,0.2621,15/9-F-10,2.11656,0.245466,0.0394232,19.4939
17221,17.0681,0.205207,2.2201,0.3408,15/9-F-10,1.48677,0.244663,0.0468086,19.5073
17221.5,16.7208,0.206624,2.2298,0.49,15/9-F-10,1.71212,0.242292,0.0445086,18.5811
17222,16.7589,0.21253,2.2203,0.49,15/9-F-10,1.90024,0.248083,0.0447609,20.6758
17222.5,17.3125,0.220593,2.2101,0.5097,15/9-F-10,1.4023,0.254246,0.0484272,23.2678
17223,18.62,0.204,2.2,0.64,15/9-F-10,1.31218,0.249039,0.0570861,21.5901
17223.5,17.8735,0.212322,2.2002,0.726,15/9-F-10,1.63151,0.253571,0.0521424,23.1718
17224,18.064,0.224419,2.2097,0.5069,15/9-F-10,1.84326,0.254842,0.053404,23.7624
17224.5,17.9322,0.218994,2.21,0.4803,15/9-F-10,1.30127,0.252713,0.0525311,22.8401
17225,18.44,0.2181,2.21,1.06,15/9-F-10,1.68838,0.251597,0.055894,22.5492
17225.5,18.1683,0.225241,2.21,2.6174,15/9-F-10,2.10791,0.254914,0.0540947,23.8274
17226,18.6803,0.221732,2.2097,1.2138,15/9-F-10,2.01681,0.252839,0.0574854,23.1325
17226.5,18.6898,0.225923,2.2002,0.6995,15/9-F-10,1.7632,0.257969,0.0575483,25.3243
17227,18.75,0.2326,2.2,0.92,15/9-F-10,1.62946,0.260661,0.057947,26.5577
17227.5,18.2147,0.220311,2.2,0.5983,15/9-F-10,1.65341,0.256444,0.054402,24.4936
17228,18.5253,0.228088,2.2003,0.4686,15/9-F-10,1.37137,0.259056,0.0564589,25.7484
17228.5,17.3252,0.2138,2.2098,0.421,15/9-F-10,1.55106,0.251545,0.0485113,22.18
17229,16.7629,0.212107,2.21,0.3802,15/9-F-10,1.38565,0.251605,0.0447874,22.0312
17229.5,15.512,0.215012,2.21,0.4205,15/9-F-10,1.32158,0.254652,0.0365033,22.8594
17230,15.687,0.216338,2.21,0.469,15/9-F-10,1.58306,0.254938,0.0376623,23.0304
17230.5,15.1917,0.225386,2.21,0.4309,15/9-F-10,1.55857,0.259347,0.0343821,24.7088
17231,16.4101,0.216573,2.21,0.3308,15/9-F-10,1.54394,0.253967,0.042451,22.8653
17231.5,18.4075,0.195873,2.2101,0.2798,15/9-F-10,1.52696,0.242298,0.0556788,19.0254
17232,19.3317,0.21705,2.2202,0.25,15/9-F-10,1.32397,0.246174,0.0617993,20.7015
17232.5,18.9792,0.206478,2.2297,0.25,15/9-F-10,1.36453,0.238916,0.0594649,18.0035
17233,18.5842,0.206596,2.23,0.2302,15/9-F-10,1.41607,0.239445,0.056849,18.0826
17233.5,17.7382,0.206329,2.22,0.24,15/9-F-10,1.29403,0.244171,0.0512464,19.5127
17234,17.3968,0.211764,2.22,0.24,15/9-F-10,1.37985,0.246931,0.0489854,20.4277
17234.5,17.2444,0.214812,2.22,0.24,15/9-F-10,1.39923,0.248411,0.0479762,20.9398
17235,18.2563,0.215887,2.22,0.2597,15/9-F-10,1.43173,0.247358,0.0546775,20.8355
17235.5,18.93,0.2162,2.21,0.26,15/9-F-10,1.44581,0.25009,0.0591391,22.0994
17236,18.0982,0.213301,2.21,0.2102,15/9-F-10,1.51443,0.250122,0.0536305,21.8556
17236.5,19.6317,0.224255,2.21,0.2197,15/9-F-10,1.27324,0.252359,0.0637861,23.2453
17237,20.2114,0.2123,2.2198,0.2003,15/9-F-10,1.54825,0.243056,0.0676252,19.7923
17237.5,20.88,0.2113,2.22,0.22,15/9-F-10,1.52182,0.241577,0.072053,19.4403
17238,19.2477,0.212759,2.22,0.2205,15/9-F-10,1.46864,0.244602,0.061243,20.0893
17238.5,17.2522,0.216046,2.22,0.2506,15/9-F-10,1.13464,0.248905,0.0480278,21.1303
17239,17.0046,0.204806,2.22,0.2697,15/9-F-10,0.997602,0.244626,0.0463881,19.5706
17239.5,16.99,0.2183,2.22,0.3,15/9-F-10,0.936015,0.250213,0.0462914,24.6037
17240,17.9948,0.217897,2.2101,0.3395,15/9-F-10,1.19392,0.252135,0.0529457,22.6255
17240.5,17.5921,0.210372,2.22,0.3,15/9-F-10,1.38131,0.246067,0.0502788,20.1626
17241,16.973,0.212848,2.22,0.3,15/9-F-10,1.32385,0.248005,0.0461788,20.708
17241.5,17.2286,0.219763,2.2101,0.3,15/9-F-10,1.11893,0.25403,0.0478715,23.1522
17242,17.5322,0.21053,2.2101,0.3803,15/9-F-10,1.01649,0.249776,0.0498821,21.5486
17242.5,17.7415,0.204032,2.2205,0.409,15/9-F-10,1.10825,0.243028,0.0512682,19.1059
17243,17.7986,0.205271,2.2396,0.3709,15/9-F-10,1.22899,0.236623,0.0516464,16.9559
17243.5,15.8358,0.211847,2.2598,0.3303,15/9-F-10,1.30559,0.234964,0.0386477,15.9862
17244,14.7698,0.179089,2.28,0.3,15/9-F-10,1.47235,0.215825,0.0315881,10.7482
17244.5,13.5402,0.202441,2.2798,0.2995,15/9-F-10,1.3571,0.227368,0.023445,13.3626
17245,14.8165,0.199965,2.2703,0.2805,15/9-F-10,1.30947,0.227875,0.0318973,13.7339
17245.5,16.5418,0.189413,2.2601,0.2701,15/9-F-10,1.2825,0.224572,0.0433232,13.1696
17246,17.5843,0.185628,2.25,0.2699,15/9-F-10,1.17773,0.224994,0.0502271,13.475
17246.5,18.3672,0.19098,2.25,0.2496,15/9-F-10,1.02782,0.226092,0.0554119,13.9251
17247,17.7576,0.19479,2.25,0.2306,15/9-F-10,0.960199,0.228606,0.0513748,15.7392
17247.5,17.6117,0.190065,2.25,0.23,15/9-F-10,1.00874,0.226835,0.0504086,13.9837
17248,16.99,0.1952,2.26,0.28,15/9-F-10,1.00429,0.22636,0.0462914,13.733
17248.5,17.9552,0.177792,2.2809,0.3945,15/9-F-10,0.907424,0.210181,0.0526834,12.1076
17249,18.7839,0.15017,2.3285,0.6422,15/9-F-10,0.700605,0.180346,0.0581715,10.3178
17249.5,23.0707,0.154515,2.389,0.9157,15/9-F-10,0.498459,0.154772,0.0865609,10.8893
17250,28.32,0.1608,2.45,1,15/9-F-10,0.600659,0.128422,0.121325,3.49922
17250.5,35.3392,0.162132,2.4905,1.2864,15/9-F-10,0.724535,0.105101,0.167809,1.08809
17251,41.6104,0.15174,2.5206,1.6917,15/9-F-10,0.900464,0.0811427,0.20934,0.243619
17251.5,47.0206,0.149835,2.5396,2.0632,15/9-F-10,0.905314,0.0663881,0.24517,0.107178
17252,52.3,0.1532,2.56,2.33,15/9-F-10,0.929578,0.0549406,0.280132,0.0476916
17252.5,57.4571,0.161216,2.6007,2.81,15/9-F-10,1.03217,0.0422876,0.314285,0.0139854
17253,63.3003,0.154648,2.6517,3.5629,15/9-F-10,1.25838,0.0198465,0.352982,0.000522084
17253.5,68.158,0.142456,2.7088,4.0106,15/9-F-10,1,0.0012087,0.385152,1.96E-09
17254,65.9126,0.130761,2.7498,4.2985,15/9-F-10,1,0,0.370282,0
17254.5,59.8206,0.130527,2.7802,4.6523,15/9-F-10,1,0,0.329938,0
17255,51.4427,0.12368,2.7997,4.8727,15/9-F-10,1,0,0.274455,0
17255.5,48.1185,0.119108,2.7902,4.9775,15/9-F-10,1,0.0012913,0.25244,1.79E-09
17256,45.9667,0.114834,2.7702,4.8808,15/9-F-10,2.50589,0.00563835,0.23819,1.31E-06
17256.5,46.4111,0.11509,2.7499,4.7618,15/9-F-10,2.27597,0.0085852,0.241133,8.74E-06
17257,46.5417,0.11377,2.7404,4.9956,15/9-F-10,2.18001,0.00954367,0.241998,1.41E-05
17257.5,46.1893,0.108245,2.7595,5.2337,15/9-F-10,2.39389,0.00527607,0.239664,9.74E-07
17258,44.884,0.111266,2.7798,5.2103,15/9-F-10,1,0.00420682,0.23102,3.44E-07
17258.5,44.6822,0.114026,2.7899,5.0099,15/9-F-10,1,0.00341397,0.229683,1.34E-07
